Bien_jurídico_afectado,Tipo_Delito,Subtipo,Entidad,Mes,Cantidad,Mes_en,Año,Año-Mes
La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Chiapas,Febrero,14.0,February,2024,2024-02-01
La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Chiapas,Febrero,8.0,February,2024,2024-02-01
La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Chiapas,Febrero,2.0,February,2024,2024-02-01
La libertad y la seguridad sexual,Violación simple,Violación simple,Chiapas,Febrero,19.0,February,2024,2024-02-01
La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Chiapas,Febrero,2.0,February,2024,2024-02-01
La libertad y la seguridad sexual,Incesto,Incesto,Chiapas,Febrero,0.0,February,2024,2024-02-01
La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Chiapas,Febrero,47.0,February,2024,2024-02-01
El patrimonio,Robo total,Robo a casa habitación,Chiapas,Febrero,12.0,February,2024,2024-02-01
El patrimonio,Robo total,Robo de vehículo automotor,Chiapas,Febrero,93.0,February,2024,2024-02-01
El patrimonio,Robo total,Robo de autopartes,Chiapas,Febrero,1.0,February,2024,2024-02-01
El patrimonio,Robo total,Robo a transportista,Chiapas,Febrero,0.0,February,2024,2024-02-01
El patrimonio,Robo total,Robo a transeúnte en vía pública,Chiapas,Febrero,4.0,February,2024,2024-02-01
El patrimonio,Robo total,Robo a transeúnte en espacio abierto al público,Chiapas,Febrero,8.0,February,2024,2024-02-01
El patrimonio,Robo total,Robo en transporte público individual,Chiapas,Febrero,0.0,February,2024,2024-02-01
El patrimonio,Robo total,Robo en transporte público colectivo,Chiapas,Febrero,1.0,February,2024,2024-02-01
El patrimonio,Robo total,Robo en transporte individual,Chiapas,Febrero,0.0,February,2024,2024-02-01
El patrimonio,Robo total,Robo a institución bancaria,Chiapas,Febrero,0.0,February,2024,2024-02-01
El patrimonio,Robo total,Robo a negocio,Chiapas,Febrero,11.0,February,2024,2024-02-01
El patrimonio,Robo total,Robo de ganado,Chiapas,Febrero,6.0,February,2024,2024-02-01
El patrimonio,Robo total,Robo de maquinaria,Chiapas,Febrero,0.0,February,2024,2024-02-01
El patrimonio,Robo total,Otros robos,Chiapas,Febrero,43.0,February,2024,2024-02-01
El patrimonio,Fraude,Fraude,Chiapas,Febrero,26.0,February,2024,2024-02-01
El patrimonio,Abuso de confianza,Abuso de confianza,Chiapas,Febrero,19.0,February,2024,2024-02-01
El patrimonio,Extorsión,Extorsión,Chiapas,Febrero,1.0,February,2024,2024-02-01
El patrimonio,Daño a la propiedad,Daño a la propiedad,Chiapas,Febrero,114.0,February,2024,2024-02-01
El patrimonio,Despojo,Despojo,Chiapas,Febrero,11.0,February,2024,2024-02-01
El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Chiapas,Febrero,0.0,February,2024,2024-02-01
La familia,Violencia familiar,Violencia familiar,Chiapas,Febrero,83.0,February,2024,2024-02-01
La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Chiapas,Febrero,0.0,February,2024,2024-02-01
La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Chiapas,Febrero,26.0,February,2024,2024-02-01
La familia,Otros delitos contra la familia,Otros delitos contra la familia,Chiapas,Febrero,0.0,February,2024,2024-02-01
La sociedad,Corrupción de menores,Corrupción de menores,Chiapas,Febrero,1.0,February,2024,2024-02-01
La sociedad,Trata de personas,Trata de personas,Chiapas,Febrero,1.0,February,2024,2024-02-01
La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Chiapas,Febrero,9.0,February,2024,2024-02-01
Otros,Narcomenudeo,Narcomenudeo,Chiapas,Febrero,14.0,February,2024,2024-02-01
Otros,Amenazas,Amenazas,Chiapas,Febrero,120.0,February,2024,2024-02-01
Otros,Allanamiento de morada,Allanamiento de morada,Chiapas,Febrero,9.0,February,2024,2024-02-01
Otros,Evasión de presos,Evasión de presos,Chiapas,Febrero,0.0,February,2024,2024-02-01
Otros,Falsedad,Falsedad,Chiapas,Febrero,1.0,February,2024,2024-02-01
Otros,Falsificación,Falsificación,Chiapas,Febrero,5.0,February,2024,2024-02-01
Otros,Contra el medio ambiente,Contra el medio ambiente,Chiapas,Febrero,1.0,February,2024,2024-02-01
Otros,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Chiapas,Febrero,7.0,February,2024,2024-02-01
Otros,Electorales,Electorales,Chiapas,Febrero,2.0,February,2024,2024-02-01
Otros,Otros delitos del Fuero Común,Otros delitos del Fuero Común,Chiapas,Febrero,75.0,February,2024,2024-02-01
La vida y la Integridad,Homicidio,Homicidio doloso,Chihuahua,Febrero,123.0,February,2024,2024-02-01
La vida y la Integridad,Homicidio,Homicidio culposo,Chihuahua,Febrero,15.0,February,2024,2024-02-01
La vida y la Integridad,Lesiones,Lesiones dolosas,Chihuahua,Febrero,342.0,February,2024,2024-02-01
La vida y la Integridad,Lesiones,Lesiones culposas,Chihuahua,Febrero,108.0,February,2024,2024-02-01
La vida y la Integridad,Feminicidio,Feminicidio,Chihuahua,Febrero,2.0,February,2024,2024-02-01
La vida y la Integridad,Aborto,Aborto,Chihuahua,Febrero,0.0,February,2024,2024-02-01
La vida y la Integridad,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Chihuahua,Febrero,27.0,February,2024,2024-02-01
La libertad personal,Secuestro,Secuestro extorsivo,Chihuahua,Febrero,2.0,February,2024,2024-02-01
La libertad personal,Secuestro,Secuestro con calidad de rehén,Chihuahua,Febrero,0.0,February,2024,2024-02-01
La libertad personal,Secuestro,Secuestro para causar daño,Chihuahua,Febrero,0.0,February,2024,2024-02-01
La libertad personal,Secuestro,Secuestro exprés,Chihuahua,Febrero,0.0,February,2024,2024-02-01
La libertad personal,Secuestro,Otro tipo de secuestros,Chihuahua,Febrero,0.0,February,2024,2024-02-01
La libertad personal,Tráfico de menores,Tráfico de menores,Chihuahua,Febrero,0.0,February,2024,2024-02-01
La libertad personal,Rapto,Rapto,Chihuahua,Febrero,0.0,February,2024,2024-02-01
La libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Chihuahua,Febrero,72.0,February,2024,2024-02-01
La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Chihuahua,Febrero,139.0,February,2024,2024-02-01
La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Chihuahua,Febrero,24.0,February,2024,2024-02-01
La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Chihuahua,Febrero,4.0,February,2024,2024-02-01
La libertad y la seguridad sexual,Violación simple,Violación simple,Chihuahua,Febrero,87.0,February,2024,2024-02-01
La libertad y la seguridad sexual,Violación equiparada,Violación equiparada,Chihuahua,Febrero,19.0,February,2024,2024-02-01
La libertad y la seguridad sexual,Incesto,Incesto,Chihuahua,Febrero,0.0,February,2024,2024-02-01
La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Chihuahua,Febrero,34.0,February,2024,2024-02-01
El patrimonio,Robo total,Robo a casa habitación,Chihuahua,Febrero,171.0,February,2024,2024-02-01
El patrimonio,Robo total,Robo de vehículo automotor,Chihuahua,Febrero,223.0,February,2024,2024-02-01
El patrimonio,Robo total,Robo de autopartes,Chihuahua,Febrero,55.0,February,2024,2024-02-01
El patrimonio,Robo total,Robo a transportista,Chihuahua,Febrero,4.0,February,2024,2024-02-01
El patrimonio,Robo total,Robo a transeúnte en vía pública,Chihuahua,Febrero,22.0,February,2024,2024-02-01
El patrimonio,Robo total,Robo a transeúnte en espacio abierto al público,Chihuahua,Febrero,8.0,February,2024,2024-02-01
El patrimonio,Robo total,Robo en transporte público individual,Chihuahua,Febrero,0.0,February,2024,2024-02-01
El patrimonio,Robo total,Robo en transporte público colectivo,Chihuahua,Febrero,0.0,February,2024,2024-02-01
El patrimonio,Robo total,Robo en transporte individual,Chihuahua,Febrero,3.0,February,2024,2024-02-01
El patrimonio,Robo total,Robo a institución bancaria,Chihuahua,Febrero,0.0,February,2024,2024-02-01
El patrimonio,Robo total,Robo a negocio,Chihuahua,Febrero,161.0,February,2024,2024-02-01
